year,model_type,task_type,model_size_million_params,training_framework,epochs,batch_size,learning_rate,training_time_hours,final_train_loss,final_val_loss,overfitting_score,inference_latency_ms,throughput_samples_per_sec,model_accuracy,f1_score,roc_auc,gpu_type,gpu_memory_gb,power_consumption_kwh,carbon_emission_kg,cloud_provider,training_cost_usd,inference_cost_per_1k_requests
2024,Transformer,segmentation,62.83,TensorFlow,46,16,5.90E-05,6.42,1.14,1.3582,0.2181,190.93,2.13,0.919,0.87,0.933,V100,32,7.73,5.25,Azure,13.12,0.5468
2020,CNN,segmentation,109.6,JAX,36,16,4.90E-05,14.71,1.1268,1.2733,0.1465,181.89,3.77,0.758,0.732,0.779,V100,32,15.1,7.42,Azure,29.89,0.6297
2019,LLM,classification,27.9,JAX,43,16,0.000147,2.74,0.1043,0.3206,0.2164,1047.41,1.77,0.886,0.86,0.906,T4,16,3.35,1.78,Azure,13.24,7.542
2022,Diffusion,generation,46.81,TensorFlow,43,128,0.000571,5.32,0.3273,0.6874,0.3601,602.4,1.45,0.809,0.775,0.844,A100,40,6.82,3.19,On-Prem,11.85,2.6824
2019,Diffusion,segmentation,26.77,JAX,21,16,0.000338,3.1,0.729,0.9777,0.2487,973.86,1.06,0.841,0.795,0.864,V100,32,2.73,1.61,AWS,8.78,7.6138
2022,LLM,generation,71.16,JAX,21,32,0.000507,3.56,0.7328,1.0505,0.3177,260.41,4.97,0.836,0.792,0.848,A100,40,3.05,1.96,AWS,9.62,1.3097
2025,Diffusion,detection,70.47,JAX,44,64,0.000398,5.42,0.8801,1.0799,0.1998,201.17,7.44,0.785,0.761,0.803,T4,16,6.31,3.57,On-Prem,11.84,0.6504
2024,CNN,generation,195.49,PyTorch,17,16,2.30E-05,19.5,1.1648,1.2558,0.091,52.53,19.6,0.965,0.944,0.982,V100,32,28.06,10.71,On-Prem,96.76,0.2657
2018,Diffusion,segmentation,67.61,TensorFlow,42,16,5.30E-05,6.73,0.6097,0.94,0.3303,40.25,40.01,0.795,0.769,0.825,A100,40,9.07,5.39,AWS,32.08,0.3546
2025,CNN,detection,57.55,TensorFlow,39,16,0.000142,3.57,0.5105,0.7361,0.2256,120.36,14.75,0.8,0.768,0.814,RTX3090,24,3.07,1.49,Azure,8.16,0.8208
2018,LLM,generation,73.23,JAX,20,64,0.000206,7.38,1.0486,1.135,0.0864,85.27,6.81,0.912,0.884,0.939,V100,32,8.29,5.11,GCP,24.2,0.5392
2020,CNN,detection,53.43,PyTorch,25,128,1.80E-05,3.77,0.2573,0.4808,0.2235,302.79,6.13,0.683,0.642,0.698,A100,40,3.46,1.39,On-Prem,22.63,0.7654
2023,Diffusion,detection,22.25,JAX,9,16,9.70E-05,2.91,0.7927,0.8383,0.0456,231.48,8.2,0.741,0.701,0.757,A100,40,2.44,0.98,Azure,13.51,1.2074
2023,LLM,classification,108.98,TensorFlow,24,16,0.000193,6.74,1.06,1.3593,0.2993,271.5,0.24,0.791,0.758,0.816,T4,16,7.28,2.93,AWS,17.09,2.6552
2019,Diffusion,segmentation,61.62,PyTorch,13,32,0.000814,7.43,0.0692,0.2162,0.1471,299.95,5.33,0.839,0.805,0.855,T4,16,6.84,3.97,GCP,24.72,2.1982
2021,Transformer,classification,32.37,JAX,38,128,2.10E-05,1.8,0.8666,1.2257,0.359,787.61,2.15,0.826,0.805,0.838,V100,32,2.52,1.6,Azure,4.33,3.5303
2020,Diffusion,generation,35.13,TensorFlow,7,128,0.000356,3.87,0.4702,0.8592,0.389,310.69,3.71,0.798,0.763,0.811,V100,32,4.92,1.84,On-Prem,20.74,1.0422
2021,LLM,segmentation,35.37,JAX,16,16,0.00011,4.12,0.3067,0.5306,0.2239,800.82,2.38,0.847,0.808,0.858,A100,40,6.14,3.25,On-Prem,15.27,1.4988
2021,Transformer,segmentation,72.75,JAX,39,16,1.70E-05,4.33,0.129,0.2753,0.1463,371.56,0.39,0.789,0.74,0.801,T4,16,3.96,1.4,On-Prem,13.42,3.6039
2024,Transformer,detection,72.23,TensorFlow,20,32,0.000302,4.6,0.798,0.9336,0.1356,229.78,7.58,0.902,0.881,0.923,A100,40,5.77,3.35,Azure,22.58,0.8277
2020,Transformer,generation,31.08,JAX,25,128,0.000606,1.73,0.682,0.7896,0.1076,877.65,1.25,0.757,0.727,0.781,RTX3090,24,2.25,0.7,On-Prem,7.55,4.1553
2020,Diffusion,generation,97.05,JAX,14,16,0.000142,6.51,1.1808,1.3556,0.1747,252.95,5.56,0.765,0.741,0.784,V100,32,8.48,5.52,GCP,16.34,2.3882
2022,Diffusion,classification,33.69,TensorFlow,39,16,0.000268,2.86,1.017,1.1132,0.0962,667.46,2.64,0.765,0.752,0.787,T4,16,4.2,2.01,AWS,12.58,5.9743
2022,LLM,detection,35.78,TensorFlow,39,16,0.000215,4.87,0.6629,0.9401,0.2771,423.81,3.58,0.901,0.871,0.912,RTX3090,24,5.54,3.87,AWS,20.16,0.5094
2022,Diffusion,detection,29.6,TensorFlow,46,128,4.10E-05,4.25,1.0447,1.1048,0.0601,581.17,3.32,0.791,0.761,0.802,V100,32,3.54,2.13,GCP,21.66,5.4292
2019,Transformer,generation,88.7,TensorFlow,30,32,0.000116,7.15,1.0815,1.2961,0.2146,202.06,7.31,0.825,0.793,0.847,RTX3090,24,6.61,3.3,AWS,15.34,1.986
2018,CNN,generation,122.51,PyTorch,23,128,5.90E-05,9.05,0.7475,0.9356,0.1881,156.83,1.95,0.824,0.796,0.847,RTX3090,24,9.49,6.23,AWS,18.78,1.0762
2019,CNN,detection,34.15,TensorFlow,18,128,7.40E-05,2.98,0.6852,1.0509,0.3657,558.04,3.15,0.943,0.901,0.965,T4,16,3.41,1.48,AWS,16.38,4.6564
2023,Transformer,detection,41.72,PyTorch,48,64,1.10E-05,5.7,0.9611,1.0672,0.1061,694.15,1.46,0.832,0.815,0.871,T4,16,7.75,3.56,GCP,25.41,6.8412
2021,Diffusion,classification,211.99,JAX,11,16,0.000162,23.52,0.9779,1.3712,0.3933,9.53,87.41,0.844,0.809,0.857,A100,40,29.9,13.97,On-Prem,91.53,0.0099
2024,LLM,classification,32.71,PyTorch,32,64,0.000527,3.88,0.6145,0.9003,0.2858,653.88,2.01,0.964,0.918,0.979,RTX3090,24,3.95,1.66,GCP,22.76,2.4605
2020,CNN,generation,44.78,PyTorch,40,16,1.10E-05,3.58,0.7647,0.784,0.0193,604.37,0.98,0.724,0.706,0.752,A100,40,4.24,1.42,Azure,8.87,1.0158
2022,Transformer,detection,65.83,PyTorch,22,16,0.000493,6.12,1.0578,1.2717,0.2138,113.64,3.33,0.812,0.798,0.829,RTX3090,24,8.05,2.68,AWS,17.05,0.2704
2025,CNN,detection,77.67,TensorFlow,11,32,0.00039,6.09,0.814,1.0763,0.2622,140.46,8.48,0.678,0.657,0.695,T4,16,7.01,3.14,On-Prem,26.21,0.8709
2024,Diffusion,generation,51.6,PyTorch,12,16,2.10E-05,6.61,0.5651,0.7325,0.1674,74.98,20.2,0.889,0.858,0.918,V100,32,6.69,2.5,AWS,30.33,0.4405
2019,Transformer,classification,58.1,TensorFlow,12,32,7.40E-05,7.24,1.1413,1.5283,0.387,145.52,3.03,0.872,0.838,0.884,T4,16,9.28,4.97,On-Prem,23.3,0.4228
2019,CNN,generation,123.25,PyTorch,14,32,0.000661,6.54,0.4613,0.5202,0.0589,26.63,14.57,0.883,0.861,0.9,T4,16,5.62,3.56,Azure,15.22,0.1657
2018,CNN,detection,28.27,PyTorch,33,128,4.40E-05,3.1,0.0771,0.221,0.144,882.09,0.84,0.917,0.898,0.928,A100,40,3.4,1.54,GCP,13.43,5.5163
2022,CNN,classification,32.33,TensorFlow,24,64,0.00014,4.11,0.6949,0.982,0.2871,833.62,2.06,0.657,0.627,0.692,A100,40,5.63,2.56,Azure,16.15,0.9489
2018,Diffusion,generation,38.62,TensorFlow,35,64,0.000375,2.04,0.8425,1.1562,0.3137,398.62,4.53,0.744,0.715,0.767,A100,40,2.86,1.04,On-Prem,7.86,3.5623
2018,LLM,classification,33.64,TensorFlow,43,32,0.000882,3.52,1.024,1.166,0.142,497.55,0.55,0.732,0.702,0.772,A100,40,3.59,1.08,Azure,19.31,2.5706
2023,Diffusion,segmentation,61.34,PyTorch,45,64,0.000111,8.08,0.2437,0.3525,0.1088,217.99,5.8,0.776,0.732,0.798,T4,16,9.07,4.52,AWS,24.77,1.2385
2022,Diffusion,segmentation,36.1,TensorFlow,10,128,0.000579,5.4,0.796,1.1159,0.3199,53.96,6.74,0.833,0.819,0.86,A100,40,5.28,2.41,AWS,20.51,0.3037
2023,Transformer,segmentation,45.28,JAX,32,64,1.80E-05,3.43,0.8087,1.1603,0.3516,128.15,14.84,0.882,0.869,0.903,A100,40,3.84,1.24,Azure,19.25,0.4787
2019,LLM,classification,28.74,PyTorch,33,64,0.000199,2.86,0.5542,0.7833,0.229,44.41,38.48,0.853,0.837,0.889,T4,16,3.12,1.79,AWS,13.53,0.0725
2021,Diffusion,generation,56.48,TensorFlow,20,32,4.10E-05,5.97,0.6155,0.8966,0.2811,220.8,0.48,0.814,0.784,0.852,T4,16,6.32,3.51,On-Prem,35.44,1.6864
2025,CNN,classification,55.91,TensorFlow,19,64,1.80E-05,3.61,0.4208,0.6981,0.2772,90.89,9.32,0.794,0.776,0.827,T4,16,3.77,1.77,Azure,17.74,0.4499
2021,CNN,detection,31.17,PyTorch,13,32,0.000155,2.89,0.4309,0.8109,0.38,240.23,7.08,0.803,0.777,0.831,A100,40,4.1,2.12,On-Prem,9.75,1.8124
2018,Transformer,generation,46.09,TensorFlow,36,64,0.000711,4.38,0.7585,1.0841,0.3256,39.16,39.25,0.704,0.684,0.721,RTX3090,24,5.87,2.88,AWS,24.36,0.1067
2023,LLM,classification,119.29,TensorFlow,13,16,0.000229,9.62,0.7368,1.086,0.3492,215.07,8.1,0.939,0.907,0.972,A100,40,9.24,6.26,GCP,39.87,1.4769
2020,Diffusion,segmentation,29.63,PyTorch,5,16,0.000212,3.67,0.9402,1.2867,0.3465,142.12,13.4,0.839,0.802,0.85,A100,40,4.24,1.81,GCP,8.33,0.8043
2022,LLM,generation,57.99,PyTorch,12,64,0.000112,3.11,0.7445,0.817,0.0725,445.46,0.15,0.764,0.751,0.795,A100,40,4.43,2.94,On-Prem,13.57,3.6452
2025,Diffusion,segmentation,127.87,PyTorch,23,32,0.000799,11.02,0.2172,0.479,0.2619,127.27,0.5,0.636,0.6,0.657,RTX3090,24,9.96,3.86,On-Prem,50.87,0.5855
2025,Transformer,generation,67.78,PyTorch,31,128,3.80E-05,6.98,0.3843,0.6121,0.2278,182.67,10.57,0.911,0.867,0.946,V100,32,5.71,3.84,Azure,40.27,1.6049
2021,LLM,detection,165.17,JAX,6,64,0.00033,17.09,0.8911,1.2355,0.3444,88.6,13.67,0.846,0.824,0.879,A100,40,24.14,9.59,On-Prem,75.2,0.6087
2020,LLM,classification,43.52,TensorFlow,45,32,7.40E-05,6.41,0.5976,0.6579,0.0604,603.7,1.71,0.755,0.706,0.792,A100,40,5.41,3.06,Azure,29.06,0.6274
2019,LLM,classification,26.09,PyTorch,37,32,1.20E-05,3.52,1.0559,1.363,0.3071,353.66,1.95,0.807,0.786,0.843,A100,40,3.54,1.96,On-Prem,15.79,1.2335
2019,Diffusion,segmentation,66.1,TensorFlow,14,128,0.000259,9.26,0.7474,1.0091,0.2617,194.23,9.13,0.915,0.882,0.937,T4,16,10.63,3.42,AWS,47.33,0.3688
2025,Diffusion,classification,35.42,JAX,7,32,5.50E-05,2.05,0.0875,0.4127,0.3253,220.75,1.92,0.616,0.576,0.64,RTX3090,24,2.85,1.96,On-Prem,8.1,0.5443
2025,Transformer,classification,20.65,TensorFlow,42,16,0.000386,3.07,0.8846,1.2339,0.3493,945.41,2.11,0.784,0.759,0.802,T4,16,3.65,1.88,AWS,12.43,2.3547
2024,LLM,segmentation,33.36,JAX,47,16,0.000652,1.77,1.0095,1.0823,0.0728,309.27,4.14,0.777,0.728,0.811,A100,40,2.61,1.82,GCP,9.07,0.5509
2020,LLM,detection,31.91,JAX,41,128,1.70E-05,2.96,0.4818,0.8137,0.3319,714.22,1.06,0.867,0.824,0.898,T4,16,3.78,1.84,GCP,13.37,6.9759
2021,Transformer,classification,71.44,JAX,13,128,0.000544,5.28,0.3142,0.4103,0.0962,261.74,0.62,0.774,0.731,0.81,RTX3090,24,7.83,4.75,On-Prem,13.53,2.3547
2023,LLM,detection,74.84,PyTorch,9,64,6.90E-05,7.17,0.2229,0.3727,0.1498,228.84,6.48,0.822,0.786,0.834,RTX3090,24,6.1,2.12,AWS,19.06,2.2616
2020,CNN,segmentation,82.99,TensorFlow,13,128,7.40E-05,4.88,0.911,0.9657,0.0547,200.56,3.18,0.758,0.718,0.793,RTX3090,24,7.18,4.11,AWS,13.12,1.7133
2023,Diffusion,detection,79.18,PyTorch,38,16,0.000523,11.34,0.6902,1.0036,0.3135,234.67,3,0.791,0.748,0.829,V100,32,10.57,6.7,GCP,51.32,2.1567
2021,Transformer,classification,62.26,TensorFlow,16,32,0.000209,9.12,0.7223,0.9822,0.2599,360.6,1.9,0.826,0.792,0.861,T4,16,10.01,6.89,GCP,33.03,1.6003
2020,LLM,segmentation,41.97,PyTorch,34,64,0.000136,3.4,1.1284,1.3526,0.2242,707.34,1.72,0.99,0.94,1.021,RTX3090,24,4.62,2.31,On-Prem,15.81,0.9024
2025,Transformer,segmentation,145.22,PyTorch,41,32,0.000848,8.86,0.7411,0.8963,0.1552,48.03,30.45,0.791,0.768,0.808,T4,16,10.88,6.28,GCP,18.17,0.2749
2022,Transformer,classification,37.69,TensorFlow,26,16,7.20E-05,1.93,0.559,0.7966,0.2375,198.36,9.87,0.737,0.698,0.753,T4,16,2.12,0.88,Azure,7.65,1.4424
2021,Transformer,segmentation,91.57,PyTorch,20,32,1.00E-05,7.47,0.1988,0.4817,0.2828,294.43,4.88,0.865,0.817,0.901,RTX3090,24,7.19,3.84,GCP,33.36,2.1556
2018,Diffusion,classification,103.09,JAX,30,128,1.20E-05,6.09,0.6783,1.032,0.3537,166.76,3.43,0.748,0.729,0.774,V100,32,7.53,3,GCP,28.43,0.7403
2025,CNN,segmentation,45.22,TensorFlow,22,64,7.10E-05,4.95,1.1972,1.504,0.3069,108.63,9.48,0.802,0.781,0.829,T4,16,4.39,2.63,AWS,26.23,0.2565
2025,Transformer,detection,77.79,JAX,38,16,0.000752,8.08,0.727,0.8158,0.0888,373.23,0.37,0.885,0.836,0.914,RTX3090,24,11.16,7.64,On-Prem,27.47,2.9622
2022,Diffusion,classification,92.68,TensorFlow,46,16,0.000248,10.77,0.3537,0.5914,0.2376,140.18,9.65,0.751,0.721,0.769,A100,40,9.85,3.91,AWS,46.95,0.3678
2025,Diffusion,classification,44.46,PyTorch,12,64,1.10E-05,2.98,0.9129,1,0.087,436.25,0.82,0.803,0.771,0.837,A100,40,2.46,1.64,AWS,7.15,2.3117
2021,CNN,generation,19.92,JAX,15,128,6.00E-05,1.29,0.2225,0.5974,0.375,731.98,0.59,0.864,0.833,0.897,V100,32,1.35,0.8,AWS,3.64,4.1444
2022,Diffusion,classification,76.25,JAX,7,16,0.000337,3.98,0.9365,1.2175,0.2811,85.55,7.35,0.892,0.864,0.922,T4,16,5.55,3.68,Azure,23.74,0.2299
2024,LLM,detection,56.53,TensorFlow,15,128,3.20E-05,6.83,0.7289,1.0093,0.2804,209.04,6.29,0.818,0.79,0.832,RTX3090,24,5.65,3.58,AWS,35.72,0.385
2018,Diffusion,generation,75.7,JAX,11,128,2.50E-05,5.46,0.556,0.8392,0.2832,253.92,3.09,0.73,0.691,0.758,V100,32,4.8,3.17,Azure,32.23,1.7363
2025,Diffusion,classification,46.49,PyTorch,27,128,4.30E-05,6.43,0.1127,0.1549,0.0422,559.04,3.51,0.791,0.745,0.81,A100,40,5.73,3.55,AWS,27.19,3.3452
2024,Transformer,segmentation,71.24,TensorFlow,11,128,0.000108,4.62,0.2765,0.6338,0.3573,261.71,2.01,0.69,0.647,0.711,V100,32,4.47,2.47,On-Prem,21.23,2.0072
2019,CNN,generation,30.62,JAX,34,128,0.000217,4.18,0.5237,0.8599,0.3362,899.97,1.18,0.806,0.759,0.843,RTX3090,24,5.79,3.22,GCP,16.2,2.8832
2019,LLM,segmentation,91.16,PyTorch,46,16,4.80E-05,11.29,0.8368,1.0906,0.2538,289.35,6.84,0.812,0.789,0.833,RTX3090,24,11.92,3.73,AWS,35,0.3494
2024,CNN,classification,36.05,JAX,38,128,1.20E-05,2.54,0.2022,0.5159,0.3138,218.32,4.01,0.724,0.692,0.759,RTX3090,24,2.71,0.88,AWS,5.74,0.4923
2023,CNN,classification,46.12,TensorFlow,42,16,0.000557,5.5,0.9572,1.2001,0.2429,266.82,3.01,0.918,0.888,0.955,V100,32,7.98,3.26,AWS,17.85,1.8774
2018,Transformer,detection,59.55,TensorFlow,38,16,0.000367,6.68,0.2636,0.4032,0.1396,250.88,6.87,0.957,0.936,0.98,RTX3090,24,9.46,2.88,AWS,17.96,0.3038
2021,Diffusion,detection,59.31,PyTorch,13,128,0.000254,4.8,0.5262,0.6185,0.0923,393.61,2.79,0.716,0.684,0.747,A100,40,6.85,3.99,GCP,17.94,3.3997
2019,Diffusion,detection,51.82,PyTorch,9,32,0.00024,3.8,0.7804,0.8873,0.1069,320.08,4.39,0.829,0.801,0.843,T4,16,3.37,1.41,AWS,11.45,0.5269
2024,Diffusion,generation,82.08,TensorFlow,8,32,2.60E-05,5.74,0.4172,0.8108,0.3936,299.79,5.85,0.868,0.846,0.88,V100,32,5.5,3.26,AWS,20.34,2.1698
2019,CNN,detection,82.38,PyTorch,6,64,0.000558,5.43,1.113,1.3152,0.2022,352.67,0.31,0.855,0.84,0.872,RTX3090,24,4.42,2.59,On-Prem,25.67,3.288
2020,Transformer,segmentation,23.85,TensorFlow,49,64,0.000107,2.05,1.072,1.1315,0.0595,624.92,0.41,0.868,0.824,0.905,RTX3090,24,2.81,1.59,AWS,5.6,3.2725
2024,Diffusion,generation,66.2,JAX,43,32,0.000105,3.69,0.0768,0.3095,0.2326,110.92,0.66,0.708,0.691,0.736,T4,16,4.85,2.33,AWS,17.71,0.4422
2019,CNN,classification,33.13,TensorFlow,22,32,0.00016,2.32,0.1561,0.4606,0.3045,199.62,1.08,0.736,0.697,0.759,RTX3090,24,3.38,2.23,GCP,9.07,1.8165
2025,Transformer,segmentation,68.07,PyTorch,28,128,2.60E-05,5.44,0.3733,0.6643,0.291,213.73,0.77,0.886,0.849,0.903,T4,16,6.15,3.33,On-Prem,24.91,1.5042
2021,Diffusion,generation,68.78,TensorFlow,32,64,1.10E-05,9.99,0.2353,0.3901,0.1548,168.8,3.52,0.915,0.874,0.938,V100,32,10.17,5.67,On-Prem,35.74,0.1937
2020,LLM,detection,46.26,TensorFlow,44,128,0.000265,4.8,0.5371,0.6172,0.0802,569.52,1.79,0.769,0.759,0.785,T4,16,6.15,3.19,Azure,25.75,5.6789
2021,CNN,detection,35.3,PyTorch,26,16,1.50E-05,3.46,0.9434,1.0504,0.107,549.81,2.25,0.871,0.841,0.901,RTX3090,24,4.33,1.54,GCP,19.71,3.0742
2022,LLM,segmentation,43.34,PyTorch,30,64,7.30E-05,5.24,0.3609,0.667,0.3061,402.4,3.09,0.892,0.852,0.922,V100,32,6.78,4.27,GCP,29.17,1.2096
2021,CNN,generation,33.41,TensorFlow,46,64,0.000959,1.92,0.8059,1.0057,0.1998,860.89,0.19,0.865,0.832,0.878,V100,32,2.71,1.83,On-Prem,7.09,6.0595
2020,LLM,segmentation,26.36,PyTorch,20,32,0.000247,3.32,1.1616,1.4953,0.3338,674.55,1.97,0.91,0.9,0.947,T4,16,3.42,1.98,Azure,16.09,1.6264
2022,LLM,classification,51.22,JAX,31,128,3.70E-05,3.96,0.7709,0.9285,0.1576,373.33,5.22,0.792,0.763,0.816,RTX3090,24,4.11,1.28,On-Prem,19.32,0.8343
2022,Diffusion,detection,43.51,PyTorch,45,128,0.000342,4.66,0.6181,0.9113,0.2932,304,5.93,0.784,0.744,0.816,T4,16,6.47,4.47,GCP,18.5,1.0515
2021,LLM,detection,23.56,TensorFlow,27,64,0.000384,3.16,0.5953,0.7885,0.1933,296.04,6.23,0.865,0.844,0.885,A100,40,3.36,1.34,Azure,9.51,1.9986
2021,Transformer,classification,73.94,JAX,18,32,0.000206,10.46,0.9045,1.2943,0.3898,391.27,3.41,0.827,0.805,0.861,V100,32,9.65,3.88,Azure,44.81,0.6272
2023,Diffusion,detection,112.02,PyTorch,47,32,3.50E-05,8.54,1.1361,1.2307,0.0945,121.9,4.06,0.813,0.769,0.824,V100,32,7.84,3.74,On-Prem,25.67,0.2113
2022,Transformer,classification,47.59,PyTorch,20,32,1.30E-05,4.3,0.6537,0.9176,0.264,223.71,2.38,0.99,0.948,1.016,T4,16,6.26,2.67,Azure,14.34,1.8901
2022,Diffusion,generation,52.42,TensorFlow,46,16,0.000305,2.88,0.3976,0.4952,0.0976,62.01,15.54,0.843,0.801,0.878,T4,16,3.56,2.07,Azure,13.83,0.0941
2018,CNN,detection,41.28,TensorFlow,18,128,0.000247,6.03,1.1723,1.2383,0.0659,686.71,2.68,0.807,0.79,0.821,A100,40,7.88,4.2,AWS,32.87,5.2933
2021,LLM,detection,55.03,PyTorch,10,32,0.000505,3.73,0.9547,1.0257,0.071,256.75,4.09,0.896,0.865,0.928,RTX3090,24,5.14,1.69,AWS,21.23,0.5015
2019,Diffusion,detection,34.17,JAX,40,64,1.20E-05,2.96,1.0014,1.0368,0.0354,715.8,1.04,0.821,0.799,0.857,A100,40,2.57,0.86,Azure,16.71,6.1282
2022,LLM,detection,35.32,JAX,28,64,1.10E-05,3.25,0.2658,0.3876,0.1218,612.58,1.39,0.817,0.799,0.827,V100,32,4.21,2.1,Azure,16.7,2.6812
2025,Transformer,generation,32.7,PyTorch,35,16,1.80E-05,4.66,0.1184,0.4795,0.3612,33.78,31.45,0.924,0.889,0.956,T4,16,5.03,2.81,On-Prem,14.81,0.2272
2019,CNN,detection,29.1,PyTorch,19,32,8.50E-05,3.61,0.2914,0.4757,0.1843,111.26,7.3,0.989,0.94,1.011,V100,32,5.15,3.5,AWS,21.2,0.5484
2019,LLM,detection,79.15,PyTorch,21,16,0.000224,6.87,1.1511,1.2831,0.132,213.61,3.14,0.65,0.632,0.684,V100,32,6.17,2.77,AWS,39.13,1.7627
2024,LLM,classification,45.94,JAX,46,128,3.40E-05,5.36,0.6967,0.8064,0.1097,43.85,40.4,0.746,0.734,0.758,T4,16,4.74,1.44,Azure,22.51,0.3277
2019,CNN,detection,46.96,JAX,41,128,9.60E-05,5.88,0.711,1.053,0.342,83.16,15.4,0.806,0.769,0.833,A100,40,6.01,1.99,AWS,22.58,0.2563
2020,CNN,segmentation,45.24,TensorFlow,7,64,0.000185,5.29,0.2768,0.5237,0.2469,79.51,16.45,0.777,0.729,0.801,RTX3090,24,7.55,3.97,Azure,27.01,0.2194
2024,Transformer,generation,112.01,PyTorch,11,128,0.000161,7.49,0.9176,1.0541,0.1365,123.18,9.68,0.927,0.895,0.961,A100,40,6.92,3.54,GCP,29.32,0.4593
2021,Transformer,segmentation,110.32,PyTorch,35,16,1.90E-05,12.19,0.1367,0.4572,0.3205,58.98,29.94,0.804,0.785,0.828,RTX3090,24,10,6.14,On-Prem,33.38,0.5001
2018,LLM,detection,38.24,TensorFlow,28,64,2.40E-05,2.67,0.7689,0.806,0.037,670.88,1.49,0.805,0.757,0.839,V100,32,3.69,2.44,On-Prem,10.47,6.0236
2019,Transformer,generation,67.17,TensorFlow,44,16,2.80E-05,7.43,0.7263,0.7966,0.0703,56.43,13.66,0.58,0.56,0.598,V100,32,9.6,4.06,On-Prem,22.14,0.1511
2019,LLM,detection,91.65,JAX,25,16,0.000155,6.1,0.2178,0.3562,0.1384,190.49,5.29,0.754,0.708,0.781,RTX3090,24,5.49,2.58,AWS,33.19,1.8535
2019,CNN,detection,42.33,TensorFlow,37,16,0.000128,4.01,1.0371,1.2353,0.1982,165.27,0.35,0.841,0.798,0.879,T4,16,4.07,2.01,On-Prem,15.54,0.8995
2022,LLM,classification,29.99,PyTorch,47,64,0.0001,4.25,0.7765,0.989,0.2125,24.86,49.65,0.686,0.659,0.702,RTX3090,24,4.83,3.15,AWS,15.05,0.0353
2020,LLM,detection,96.88,TensorFlow,39,128,2.20E-05,13.31,0.1718,0.5123,0.3405,208.03,0.71,0.901,0.866,0.923,RTX3090,24,14.71,5.38,GCP,59.02,0.966
2020,Transformer,classification,25.66,PyTorch,16,64,0.000579,3.62,1.0202,1.2288,0.2087,341.36,2.52,0.749,0.701,0.769,T4,16,3.2,1.83,On-Prem,15.45,1.3924
2024,Diffusion,classification,56.21,TensorFlow,7,16,4.00E-05,7.35,0.2542,0.3753,0.1211,515.32,3.16,0.811,0.799,0.851,T4,16,8.01,2.85,AWS,22.62,2.8537
2023,CNN,segmentation,55.82,JAX,28,128,0.000274,7.66,0.3368,0.5518,0.215,59.88,22.82,0.747,0.728,0.762,A100,40,7.21,4.07,Azure,28.28,0.2777
2019,LLM,classification,20.36,PyTorch,47,128,1.90E-05,1.79,0.7495,0.8902,0.1407,1111.73,1.26,0.699,0.679,0.733,T4,16,1.86,0.76,On-Prem,3.83,8.7257
2021,CNN,segmentation,221.65,TensorFlow,17,64,1.80E-05,23.82,0.7315,1.0863,0.3548,68.35,18.76,0.982,0.935,0.994,V100,32,28.58,9.48,AWS,120.57,0.2981
2024,Diffusion,classification,8.55,TensorFlow,20,128,1.80E-05,0.98,0.8317,1.1467,0.315,1106.7,0.98,0.84,0.805,0.863,A100,40,1.33,0.67,On-Prem,3.4,4.1601
2024,Transformer,generation,40.92,PyTorch,9,128,5.00E-05,2.18,0.6746,0.7652,0.0906,148.22,6.4,0.846,0.811,0.858,V100,32,2.11,0.64,GCP,7.66,0.7767
2025,Transformer,classification,47.28,TensorFlow,27,64,2.60E-05,6.13,1.1313,1.3275,0.1962,50.11,33.53,0.66,0.642,0.698,A100,40,5.01,2.34,On-Prem,19.18,0.3609
2024,CNN,classification,75.91,TensorFlow,38,16,5.60E-05,4.91,1.15,1.4167,0.2666,148.62,12.95,0.865,0.848,0.904,RTX3090,24,4.36,1.75,GCP,29.33,0.8668
2021,Transformer,detection,78.34,PyTorch,44,64,0.000545,5.22,0.5863,0.9093,0.323,143.41,7.09,0.791,0.767,0.803,T4,16,5.73,3.83,AWS,13.67,0.7618
2020,Transformer,classification,97.6,PyTorch,23,32,2.10E-05,6.64,0.1262,0.4787,0.3525,118.38,13.31,0.751,0.74,0.772,RTX3090,24,5.87,1.92,Azure,29.65,0.6692
2022,LLM,segmentation,24.43,TensorFlow,40,128,1.10E-05,3.22,1.1895,1.518,0.3285,339.32,2.09,0.8,0.776,0.826,RTX3090,24,3.1,1.24,Azure,13.57,1.8701
2024,Transformer,segmentation,100.98,PyTorch,38,32,0.000134,10.89,1.0581,1.3652,0.3071,287.18,3.55,0.794,0.75,0.812,T4,16,15.48,10.08,GCP,55.37,2.8482
2018,LLM,segmentation,46.38,TensorFlow,33,32,3.80E-05,2.86,0.5418,0.8666,0.3248,534.32,0.42,0.859,0.821,0.896,V100,32,2.31,1.32,On-Prem,17.14,3.5239
2022,LLM,segmentation,45.12,TensorFlow,45,16,0.000533,2.27,0.9125,1.1271,0.2146,153.15,1.81,0.728,0.709,0.74,V100,32,2.92,0.95,Azure,4.81,0.5976
2023,LLM,detection,89.8,TensorFlow,24,64,6.60E-05,5.64,0.9114,1.1148,0.2034,268.58,1.95,0.861,0.829,0.875,T4,16,7.01,4.02,AWS,32.69,2.2555
